90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 90            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 91            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 92            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 93            Canon X : 90            Canon Y : 90            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 95            Canon Z : 92
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 96            Canon Z : 92
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 96            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 94            Canon X : 90            Canon Y : 90            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 90            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 96            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 96            Canon Z : 92
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 96            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 95            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 90            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 90            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 96            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 97            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 98            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 96            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 91            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 90            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 99            Canon X : 90            Canon Y : 90            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 100            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 92            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 93            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 95            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 94            Canon Z : 91
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 89            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 89            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 101            Canon X : 90            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 90            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 90            Canon Y : 92            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 90            Canon Y : 95            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 90            Canon Y : 96            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 89            Canon Y : 95            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 90            Canon Y : 93            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 89            Canon Y : 91            Canon Z : 90
Body X : 90           Body Y : 90           Body Z : 102            Canon X : 89            Canon Y : 91            Canon Z : 90
